col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,YEAR_WEEK,DAY,WEEK_DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
110,Centre-Val de Loire,2020-02-25T00:00:00.000Z,2020-02-25T00:00:00.000Z,2020,2,9,25,2,31376062,1201138,5711573,24463351,9,6,27,9,8,7,7,90,8,1016,89,9,8,5,5,9,8,1,0,0,0,0,0,0
111,Hauts-de-France,2020-02-25T00:00:00.000Z,2020-02-25T00:00:00.000Z,2020,2,9,25,2,58632540,1688681,11693449,45250410,9,5,30,7,8,6,4,76,8,1009,79,10,7,3,6,8,7,1,0,0,0,0,0,0
112,Centre-Val de Loire,2020-02-26T00:00:00.000Z,2020-02-26T00:00:00.000Z,2020,2,9,26,3,35438453,1230447,6078004,28130002,7,2,37,2,6,5,6,83,7,1018,74,7,2,-4,6,3,4,1,0,0,0,0,0,0
113,Hauts-de-France,2020-02-26T00:00:00.000Z,2020-02-26T00:00:00.000Z,2020,2,9,26,3,65927408,1727408,12439460,51760540,6,1,35,1,4,4,6,79,8,1012,67,6,0,-5,7,2,3,1,0,0,0,0,0,0
114,Centre-Val de Loire,2020-02-27T00:00:00.000Z,2020-02-27T00:00:00.000Z,2020,2,9,27,4,36510768,1240189,6237982,29032597,11,2,40,3,8,10,20,92,8,1018,94,11,10,-2,6,3,6,1,0,0,0,0,0,0
115,Hauts-de-France,2020-02-27T00:00:00.000Z,2020-02-27T00:00:00.000Z,2020,2,9,27,4,67834921,1742245,12787176,53305500,10,1,39,2,6,9,11,93,8,1013,90,10,7,-4,5,1,5,1,0,0,0,0,0,0
116,Centre-Val de Loire,2020-02-28T00:00:00.000Z,2020-02-28T00:00:00.000Z,2020,2,9,28,5,36545168,1189964,6222363,29132841,11,8,30,9,11,11,16,96,7,1009,96,11,9,6,6,8,10,1,0,0,0,0,0,0
117,Hauts-de-France,2020-02-28T00:00:00.000Z,2020-02-28T00:00:00.000Z,2020,2,9,28,5,67865901,1670211,12702908,53492782,8,2,19,3,7,6,7,89,9,1006,83,8,8,0,6,4,5,1,0,0,0,0,0,0
118,Centre-Val de Loire,2020-02-29T00:00:00.000Z,2020-02-29T00:00:00.000Z,2020,2,9,29,6,33684722,799459,5445270,27439993,10,5,41,10,9,7,6,83,8,1007,78,10,8,4,6,9,8,1,1,0,0,0,0,0
119,Hauts-de-France,2020-02-29T00:00:00.000Z,2020-02-29T00:00:00.000Z,2020,2,9,29,6,62992591,1148913,11117851,50725827,9,4,38,8,7,6,2,89,9,1003,79,9,8,2,6,8,7,1,1,0,0,0,0,0
120,Centre-Val de Loire,2020-03-01T00:00:00.000Z,2020-03-01T00:00:00.000Z,2020,3,9,1,7,34052910,804467,5012150,28236293,9,4,39,4,9,7,6,88,8,1003,87,9,5,0,6,5,6,1,0,0,0,0,0,0
121,Hauts-de-France,2020-03-01T00:00:00.000Z,2020-03-01T00:00:00.000Z,2020,3,9,1,7,63669773,1152575,10248727,52268471,8,2,34,3,7,6,11,85,9,996,87,8,4,-2,6,3,5,1,0,0,0,0,0,0
122,Centre-Val de Loire,2020-03-02T00:00:00.000Z,2020-03-02T00:00:00.000Z,2020,3,10,2,1,34774599,1149777,5983516,27641306,9,4,25,6,8,7,9,88,9,1002,67,9,5,2,9,7,7,0,0,0,0,0,0,0
123,Hauts-de-France,2020-03-02T00:00:00.000Z,2020-03-02T00:00:00.000Z,2020,3,10,2,1,64716189,1607662,12226326,50882201,7,3,36,5,6,5,6,90,9,998,64,7,3,0,9,4,5,0,0,0,0,0,0,0
124,Centre-Val de Loire,2020-03-03T00:00:00.000Z,2020-03-03T00:00:00.000Z,2020,3,10,3,2,36400702,1238961,6336401,28825340,6,1,15,1,6,5,4,92,9,1009,67,6,3,-3,7,2,3,0,0,0,0,0,0,0
125,Hauts-de-France,2020-03-03T00:00:00.000Z,2020-03-03T00:00:00.000Z,2020,3,10,3,2,67464429,1726629,12930540,52807260,7,2,22,2,6,6,1,87,10,1007,51,7,2,-3,7,2,4,0,0,0,0,0,0,0
126,Centre-Val de Loire,2020-03-04T00:00:00.000Z,2020-03-04T00:00:00.000Z,2020,3,10,4,3,36355383,1229738,6232534,28893111,7,1,19,1,6,6,3,94,8,1017,73,7,6,-2,7,2,4,0,0,1,0,0,1,0
127,Hauts-de-France,2020-03-04T00:00:00.000Z,2020-03-04T00:00:00.000Z,2020,3,10,4,3,67424308,1711767,12717101,52995440,8,1,18,1,7,7,0,88,10,1015,58,8,4,-2,8,2,4,0,0,1,0,0,1,0
128,Centre-Val de Loire,2020-03-05T00:00:00.000Z,2020-03-05T00:00:00.000Z,2020,3,10,5,4,34256627,1213845,6159402,26883380,11,6,43,11,11,8,21,95,8,1006,96,11,10,5,6,9,10,0,1,1,0,0,1,0
129,Hauts-de-France,2020-03-05T00:00:00.000Z,2020-03-05T00:00:00.000Z,2020,3,10,5,4,63728353,1694905,12578383,49455065,9,5,26,7,9,8,29,96,7,1004,98,9,8,4,6,7,8,0,1,1,0,0,1,0
130,Centre-Val de Loire,2020-03-06T00:00:00.000Z,2020-03-06T00:00:00.000Z,2020,3,10,6,5,35688968,1170299,6280324,28238345,9,4,19,4,7,6,3,92,9,1012,73,9,4,0,8,5,5,0,0,0,0,0,0,0
131,Hauts-de-France,2020-03-06T00:00:00.000Z,2020-03-06T00:00:00.000Z,2020,3,10,6,5,66240741,1635094,12798607,51807040,7,3,26,5,6,5,9,88,8,1009,76,7,5,0,7,6,5,0,0,0,0,0,0,0
132,Centre-Val de Loire,2020-03-07T00:00:00.000Z,2020-03-07T00:00:00.000Z,2020,3,10,7,6,35179015,801915,5611923,28765177,9,1,14,1,8,8,0,95,8,1022,64,9,6,-2,8,2,5,0,0,0,0,0,0,0
133,Hauts-de-France,2020-03-07T00:00:00.000Z,2020-03-07T00:00:00.000Z,2020,3,10,7,6,65527054,1117493,11443632,52965929,9,2,16,2,8,8,0,90,10,1019,57,9,5,-1,8,2,5,0,0,0,0,0,0,0
134,Centre-Val de Loire,2020-03-08T00:00:00.000Z,2020-03-08T00:00:00.000Z,2020,3,10,8,7,33503875,798159,4931725,27773991,10,6,31,6,9,9,4,94,9,1022,82,10,8,2,6,6,8,0,0,0,0,0,0,0
135,Hauts-de-France,2020-03-08T00:00:00.000Z,2020-03-08T00:00:00.000Z,2020,3,10,8,7,62584599,1117779,10073156,51393664,11,6,31,7,9,9,4,87,10,1017,81,11,7,3,7,7,8,0,0,0,0,0,0,0
136,Centre-Val de Loire,2020-03-09T00:00:00.000Z,2020-03-09T00:00:00.000Z,2020,3,11,9,1,33006529,1110388,5723047,26173094,10,3,22,3,8,9,3,92,10,1023,74,10,6,-1,7,4,6,0,0,0,0,0,0,0
137,Hauts-de-France,2020-03-09T00:00:00.000Z,2020-03-09T00:00:00.000Z,2020,3,11,9,1,61493539,1542908,11715875,48234756,9,3,25,4,8,7,2,87,9,1018,67,9,6,0,7,4,6,0,0,0,0,0,0,0
138,Centre-Val de Loire,2020-03-10T00:00:00.000Z,2020-03-10T00:00:00.000Z,2020,3,11,10,2,32380046,1160601,5931461,25287984,11,6,28,8,11,11,7,94,8,1022,97,11,10,4,6,7,9,0,1,0,0,0,0,0
139,Hauts-de-France,2020-03-10T00:00:00.000Z,2020-03-10T00:00:00.000Z,2020,3,11,10,2,60389295,1610021,12118940,46660334,13,6,31,9,12,13,8,92,8,1015,99,13,11,6,6,8,11,0,1,0,0,0,0,0
140,Centre-Val de Loire,2020-03-11T00:00:00.000Z,2020-03-11T00:00:00.000Z,2020,3,11,11,3,29018139,1111381,5396337,22510421,14,10,23,12,13,13,1,93,9,1022,86,14,11,9,6,12,12,0,0,0,1,0,1,0
141,Hauts-de-France,2020-03-11T00:00:00.000Z,2020-03-11T00:00:00.000Z,2020,3,11,11,3,54427036,1517722,11035757,41873557,13,11,28,12,12,13,2,87,8,1016,91,13,10,9,6,12,12,0,0,0,1,0,1,0
142,Centre-Val de Loire,2020-03-12T00:00:00.000Z,2020-03-12T00:00:00.000Z,2020,3,11,12,4,28767882,1118389,5446301,22203192,12,8,22,11,11,10,2,93,10,1021,87,12,10,8,6,11,11,0,0,0,1,0,1,0
143,Hauts-de-France,2020-03-12T00:00:00.000Z,2020-03-12T00:00:00.000Z,2020,3,11,12,4,53925024,1523143,11138041,41263840,10,5,31,9,9,7,6,85,9,1016,76,11,9,5,7,10,9,0,0,0,1,0,1,0
144,Centre-Val de Loire,2020-03-13T00:00:00.000Z,2020-03-13T00:00:00.000Z,2020,3,11,13,5,30143240,1069903,5519134,23554203,10,2,11,2,9,9,0,88,10,1025,32,10,3,0,10,4,6,0,0,0,0,0,0,0
145,Hauts-de-France,2020-03-13T00:00:00.000Z,2020-03-13T00:00:00.000Z,2020,3,11,13,5,56409281,1479216,11292246,43637819,10,4,26,4,10,8,1,81,10,1022,48,10,3,0,8,5,7,0,0,0,0,0,0,0
146,Centre-Val de Loire,2020-03-14T00:00:00.000Z,2020-03-14T00:00:00.000Z,2020,3,11,14,6,30775346,729630,5032999,25012717,11,3,16,4,10,9,0,85,10,1023,70,11,6,2,7,4,7,0,1,0,0,0,0,0
147,Hauts-de-France,2020-03-14T00:00:00.000Z,2020-03-14T00:00:00.000Z,2020,3,11,14,6,57766439,1033734,10289234,46443471,9,4,22,4,9,8,1,91,8,1022,79,9,6,1,6,5,7,0,1,0,0,0,0,0
148,Centre-Val de Loire,2020-03-15T00:00:00.000Z,2020-03-15T00:00:00.000Z,2020,3,11,15,7,29366374,724094,4371276,24271004,14,5,16,5,12,13,0,96,8,1019,49,15,7,2,10,6,9,0,1,0,0,0,0,0
149,Hauts-de-France,2020-03-15T00:00:00.000Z,2020-03-15T00:00:00.000Z,2020,3,11,15,7,55186603,1010991,8950995,45224617,11,5,27,6,10,10,0,94,10,1016,78,11,6,2,6,6,8,0,1,0,0,0,0,0
150,Centre-Val de Loire,2020-03-16T00:00:00.000Z,2020-03-16T00:00:00.000Z,2020,3,12,16,1,29318566,1027954,4735000,23555612,14,9,12,9,12,13,6,92,9,1024,86,14,10,7,6,9,10,0,0,0,0,0,0,0
151,Hauts-de-France,2020-03-16T00:00:00.000Z,2020-03-16T00:00:00.000Z,2020,3,12,16,1,54968240,1398210,9704190,43865840,14,7,8,7,12,12,0,88,10,1025,42,14,8,6,11,8,10,0,0,0,0,0,0,0
152,Centre-Val de Loire,2020-03-17T00:00:00.000Z,2020-03-17T00:00:00.000Z,2020,3,12,17,2,28452433,1102232,4407264,22942937,15,9,7,9,13,14,0,91,9,1030,59,15,10,9,10,10,11,0,0,1,0,0,1,0
153,Hauts-de-France,2020-03-17T00:00:00.000Z,2020-03-17T00:00:00.000Z,2020,3,12,17,2,53371545,1485187,9042596,42843762,14,6,9,6,12,12,0,81,10,1030,47,14,8,5,9,6,9,0,0,1,0,0,1,0
154,Centre-Val de Loire,2020-03-18T00:00:00.000Z,2020-03-18T00:00:00.000Z,2020,3,12,18,3,26868377,1083524,4103069,21681784,17,9,7,9,15,15,0,91,10,1029,56,17,10,9,8,10,12,0,0,1,0,0,1,0
155,Hauts-de-France,2020-03-18T00:00:00.000Z,2020-03-18T00:00:00.000Z,2020,3,12,18,3,50514166,1452392,8409245,40652529,16,8,15,8,14,14,0,94,9,1029,49,16,9,7,9,8,11,0,0,1,0,0,1,0
156,Centre-Val de Loire,2020-03-19T00:00:00.000Z,2020-03-19T00:00:00.000Z,2020,3,12,19,4,25510417,1061304,3982774,20466339,19,9,6,9,17,17,1,93,10,1025,38,19,11,9,11,10,13,0,0,1,0,0,1,0
157,Hauts-de-France,2020-03-19T00:00:00.000Z,2020-03-19T00:00:00.000Z,2020,3,12,19,4,48113546,1443641,8160880,38509025,15,9,8,9,14,13,1,78,10,1025,70,15,9,9,7,10,11,0,0,1,0,0,1,0
158,Centre-Val de Loire,2020-03-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,2020,3,12,20,5,25295108,1002949,3936030,20356129,17,9,16,9,16,15,4,90,9,1021,55,17,11,9,10,10,12,0,0,1,0,0,1,0
159,Hauts-de-France,2020-03-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,2020,3,12,20,5,47765269,1366550,8064608,38334111,10,7,23,7,9,8,0,91,10,1026,75,10,7,4,7,8,8,0,0,1,0,0,1,0
160,Centre-Val de Loire,2020-03-21T00:00:00.000Z,2020-03-21T00:00:00.000Z,2020,3,12,21,6,27580604,691600,3953902,22935102,11,7,25,7,10,10,0,91,10,1020,75,11,8,4,7,8,9,0,1,1,0,0,1,0
161,Hauts-de-France,2020-03-21T00:00:00.000Z,2020-03-21T00:00:00.000Z,2020,3,12,21,6,52033110,964244,8093483,42975383,9,4,30,4,8,8,0,83,9,1025,64,9,3,-2,8,5,6,0,1,1,0,0,1,0
162,Centre-Val de Loire,2020-03-22T00:00:00.000Z,2020-03-22T00:00:00.000Z,2020,3,12,22,7,29176138,705565,3918387,24552186,9,4,26,4,8,9,0,85,10,1019,69,9,4,0,7,5,6,0,1,1,0,0,1,0
163,Hauts-de-France,2020-03-22T00:00:00.000Z,2020-03-22T00:00:00.000Z,2020,3,12,22,7,54827107,989908,8025614,45811585,9,1,32,1,7,7,0,70,10,1027,1,9,0,-5,12,2,4,0,1,1,0,0,1,0
164,Centre-Val de Loire,2020-03-23T00:00:00.000Z,2020-03-23T00:00:00.000Z,2020,3,13,23,1,29485684,989735,4181468,24314481,13,2,21,2,10,11,0,64,10,1023,14,13,5,-3,12,4,6,0,0,1,0,0,1,0
165,Hauts-de-France,2020-03-23T00:00:00.000Z,2020-03-23T00:00:00.000Z,2020,3,13,23,1,55138913,1359436,8540663,45238814,10,-1,27,-1,7,8,0,58,10,1028,0,10,0,-6,12,1,4,0,0,1,0,0,1,0
166,Centre-Val de Loire,2020-03-24T00:00:00.000Z,2020-03-24T00:00:00.000Z,2020,3,13,24,2,30136487,1106454,4294332,24735701,11,0,17,0,8,9,0,60,10,1024,0,11,1,-5,12,2,5,0,0,1,0,0,1,0
167,Hauts-de-France,2020-03-24T00:00:00.000Z,2020-03-24T00:00:00.000Z,2020,3,13,24,2,56205494,1510137,8748474,45946883,10,-1,21,-1,7,7,0,54,10,1028,3,10,0,-5,12,0,3,0,0,1,0,0,1,0
168,Centre-Val de Loire,2020-03-25T00:00:00.000Z,2020-03-25T00:00:00.000Z,2020,3,13,25,3,31140397,1124865,4335097,25680435,11,-1,16,-1,9,9,0,71,10,1023,0,11,1,-5,12,0,4,0,0,1,0,0,1,0
169,Hauts-de-France,2020-03-25T00:00:00.000Z,2020-03-25T00:00:00.000Z,2020,3,13,25,3,57958340,1532083,8820549,47605708,10,-1,18,-1,7,8,0,59,10,1027,3,10,0,-5,12,0,3,0,0,1,0,0,1,0
170,Centre-Val de Loire,2020-03-26T00:00:00.000Z,2020-03-26T00:00:00.000Z,2020,3,13,26,4,32092893,1145966,4398544,26548383,9,-1,19,-1,7,7,0,67,10,1018,2,9,1,-5,12,1,3,0,0,1,0,0,1,0
171,Hauts-de-France,2020-03-26T00:00:00.000Z,2020-03-26T00:00:00.000Z,2020,3,13,26,4,59693127,1561715,8967840,49163572,9,-1,22,-1,7,6,0,65,10,1022,6,9,0,-5,12,1,3,0,0,1,0,0,1,0
172,Centre-Val de Loire,2020-03-27T00:00:00.000Z,2020-03-27T00:00:00.000Z,2020,3,13,27,5,31372323,1082240,4322477,25967606,11,1,13,1,9,9,0,82,10,1019,45,11,4,-2,10,1,5,0,0,1,0,0,1,0
173,Hauts-de-France,2020-03-27T00:00:00.000Z,2020-03-27T00:00:00.000Z,2020,3,13,27,5,58440654,1475420,8826280,48138954,11,2,19,2,9,9,0,81,10,1021,27,11,4,-2,11,2,6,0,0,1,0,0,1,0
174,Centre-Val de Loire,2020-03-28T00:00:00.000Z,2020-03-28T00:00:00.000Z,2020,3,13,28,6,29306177,719632,4036458,24550087,13,5,11,5,12,12,0,84,10,1021,52,13,7,4,10,6,8,0,1,1,0,0,1,0
175,Hauts-de-France,2020-03-28T00:00:00.000Z,2020-03-28T00:00:00.000Z,2020,3,13,28,6,54964989,996639,8235472,45732878,13,6,28,6,11,10,0,88,10,1026,44,13,6,3,11,6,8,0,1,1,0,0,1,0
176,Centre-Val de Loire,2020-03-29T00:00:00.000Z,2020-03-29T00:00:00.000Z,2020,3,13,29,7,31508027,722744,4052588,26732695,9,3,35,4,8,6,0,72,10,1029,53,9,5,-1,10,7,6,0,1,1,0,0,1,0
177,Hauts-de-France,2020-03-29T00:00:00.000Z,2020-03-29T00:00:00.000Z,2020,3,13,29,7,58904257,1013685,8256286,49634286,7,2,39,3,7,5,0,70,10,1034,35,7,0,-2,11,3,5,0,1,1,0,0,1,0
178,Centre-Val de Loire,2020-03-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,2020,3,14,30,1,34813025,1060369,4572849,29179807,7,-1,36,-1,5,6,0,64,10,1028,24,7,0,-7,12,1,3,0,0,1,0,0,1,0
179,Hauts-de-France,2020-03-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,2020,3,14,30,1,64551805,1456097,9313122,53782586,7,-1,25,-1,6,6,0,63,10,1033,21,7,1,-6,11,-1,2,0,0,1,0,0,1,0
180,Centre-Val de Loire,2020-03-31T00:00:00.000Z,2020-03-31T00:00:00.000Z,2020,3,14,31,2,33159439,1164117,4518981,27476341,11,0,29,0,9,8,0,76,10,1025,2,11,2,-5,12,1,4,0,0,1,0,0,1,0
181,Hauts-de-France,2020-03-31T00:00:00.000Z,2020-03-31T00:00:00.000Z,2020,3,14,31,2,61569582,1588783,9209732,50771067,9,0,23,0,7,6,0,87,10,1030,11,9,1,-4,12,1,4,0,0,1,0,0,1,0
182,Centre-Val de Loire,2020-04-01T00:00:00.000Z,2020-04-01T00:00:00.000Z,2020,4,14,1,3,31242107,1050797,4372119,25819191,11,-1,17,-1,9,9,0,75,10,1023,1,11,1,-5,12,1,5,0,1,0,0,0,0,0
183,Hauts-de-France,2020-04-01T00:00:00.000Z,2020-04-01T00:00:00.000Z,2020,4,14,1,3,58493260,1309212,8977085,48206963,10,0,11,0,9,8,0,71,10,1027,3,10,2,-3,12,1,4,0,1,0,0,0,0,0
184,Centre-Val de Loire,2020-04-02T00:00:00.000Z,2020-04-02T00:00:00.000Z,2020,4,14,2,4,30773687,1059622,4340687,25373378,10,1,13,1,9,8,0,88,10,1019,27,10,2,-3,10,1,5,0,0,0,0,0,0,0
185,Hauts-de-France,2020-04-02T00:00:00.000Z,2020-04-02T00:00:00.000Z,2020,4,14,2,4,57658832,1318059,8910330,47430443,9,1,13,1,8,8,0,86,10,1020,64,9,3,-1,7,1,5,0,0,0,0,0,0,0
186,Centre-Val de Loire,2020-04-03T00:00:00.000Z,2020-04-03T00:00:00.000Z,2020,4,14,3,5,29164051,998887,4206263,23958901,13,2,9,2,11,11,1,88,10,1020,58,13,6,1,8,2,6,0,0,0,0,0,0,0
187,Hauts-de-France,2020-04-03T00:00:00.000Z,2020-04-03T00:00:00.000Z,2020,4,14,3,5,54814110,1240287,8651547,44922276,10,4,14,5,9,8,1,94,9,1021,65,10,5,2,9,5,7,0,0,0,0,0,0,0
188,Centre-Val de Loire,2020-04-04T00:00:00.000Z,2020-04-04T00:00:00.000Z,2020,4,14,4,6,26495887,656223,3832773,22006891,15,4,19,4,14,13,0,93,10,1022,13,15,7,2,12,5,9,0,1,1,0,0,1,0
189,Hauts-de-France,2020-04-04T00:00:00.000Z,2020-04-04T00:00:00.000Z,2020,4,14,4,6,50252920,834823,7907447,41510650,13,3,12,3,11,12,0,79,10,1024,6,13,5,1,12,3,7,0,1,1,0,0,1,0
190,Centre-Val de Loire,2020-04-05T00:00:00.000Z,2020-04-05T00:00:00.000Z,2020,4,14,5,7,23844664,634933,3496332,19713399,19,6,18,6,16,16,0,84,10,1019,1,19,8,3,12,6,11,0,0,1,0,0,1,0
191,Hauts-de-France,2020-04-05T00:00:00.000Z,2020-04-05T00:00:00.000Z,2020,4,14,5,7,45588431,815278,7252338,37520815,18,5,22,5,15,15,0,87,10,1021,0,18,8,2,12,6,10,0,0,1,0,0,1,0
192,Centre-Val de Loire,2020-04-06T00:00:00.000Z,2020-04-06T00:00:00.000Z,2020,4,15,6,1,22825095,844192,3622520,18358383,13,5,17,8,13,9,3,83,9,1026,53,13,9,5,8,8,9,0,0,0,0,0,0,0
193,Hauts-de-France,2020-04-06T00:00:00.000Z,2020-04-06T00:00:00.000Z,2020,4,15,6,1,43642913,1047772,7512777,35082364,16,8,21,8,15,12,1,77,8,1026,38,16,9,6,10,9,11,0,0,0,0,0,0,0
194,Centre-Val de Loire,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020,4,15,7,2,22108964,928110,3634787,17546067,17,7,11,8,15,16,1,95,8,1029,63,17,11,8,9,9,12,0,1,0,0,0,0,0
195,Hauts-de-France,2020-04-07T00:00:00.000Z,2020-04-07T00:00:00.000Z,2020,4,15,7,2,42360843,1154408,7538500,33667935,18,7,9,7,16,15,0,90,9,1031,17,18,8,7,12,7,11,0,1,0,0,0,0,0
196,Centre-Val de Loire,2020-04-08T00:00:00.000Z,2020-04-08T00:00:00.000Z,2020,4,15,8,3,20830274,923227,3502251,16404796,20,9,10,9,18,18,0,84,10,1026,19,20,10,8,12,10,14,0,0,0,0,0,0,0
197,Hauts-de-France,2020-04-08T00:00:00.000Z,2020-04-08T00:00:00.000Z,2020,4,15,8,3,40090146,1142322,7280040,31667784,21,11,9,11,19,19,0,86,10,1027,27,23,11,10,11,11,15,0,0,0,0,0,0,0
198,Centre-Val de Loire,2020-04-09T00:00:00.000Z,2020-04-09T00:00:00.000Z,2020,4,15,9,4,19863770,917544,3437057,15509169,21,10,10,10,19,19,0,81,10,1024,16,23,11,10,12,11,15,0,0,0,0,0,0,0
199,Hauts-de-France,2020-04-09T00:00:00.000Z,2020-04-09T00:00:00.000Z,2020,4,15,9,4,38363371,1134381,7152394,30076596,22,12,8,12,20,19,0,78,10,1025,21,24,11,12,11,13,16,0,0,0,0,0,0,0
200,Centre-Val de Loire,2020-04-10T00:00:00.000Z,2020-04-10T00:00:00.000Z,2020,4,15,10,5,19201309,865858,3378313,14957138,22,11,13,11,20,19,0,80,10,1024,8,23,11,9,12,11,15,0,1,0,0,0,0,0
201,Hauts-de-France,2020-04-10T00:00:00.000Z,2020-04-10T00:00:00.000Z,2020,4,15,10,5,37228430,1066331,7028230,29133869,21,11,11,11,19,18,0,83,10,1025,30,22,11,10,11,12,15,0,1,0,0,0,0,0
202,Centre-Val de Loire,2020-04-11T00:00:00.000Z,2020-04-11T00:00:00.000Z,2020,4,15,11,6,18903819,593028,3201838,15108953,22,11,9,11,20,20,0,86,10,1022,20,23,12,11,11,12,16,1,0,0,1,0,1,0
203,Hauts-de-France,2020-04-11T00:00:00.000Z,2020-04-11T00:00:00.000Z,2020,4,15,11,6,36925475,734200,6667714,29523561,21,10,9,10,19,19,0,78,10,1024,13,23,10,9,11,10,15,1,0,0,1,0,1,0
204,Centre-Val de Loire,2020-04-12T00:00:00.000Z,2020-04-12T00:00:00.000Z,2020,4,15,12,7,18948262,590229,3051610,15306423,20,12,11,12,19,17,1,80,10,1021,37,21,11,12,10,13,15,1,0,0,1,0,1,0
205,Hauts-de-France,2020-04-12T00:00:00.000Z,2020-04-12T00:00:00.000Z,2020,4,15,12,7,37074457,745402,6374412,29954643,20,13,13,13,19,18,3,75,10,1021,51,20,10,13,9,13,16,1,0,0,1,0,1,0
206,Centre-Val de Loire,2020-04-13T00:00:00.000Z,2020-04-13T00:00:00.000Z,2020,4,16,13,1,19384907,761978,3074166,15548763,18,11,19,11,16,16,5,90,9,1018,65,18,12,10,9,11,13,1,0,1,0,0,1,1
207,Hauts-de-France,2020-04-13T00:00:00.000Z,2020-04-13T00:00:00.000Z,2020,4,16,13,1,37731003,916776,6419973,30394254,13,6,31,9,12,10,1,88,10,1025,37,13,10,7,12,10,10,1,0,1,0,0,1,1
208,Centre-Val de Loire,2020-04-14T00:00:00.000Z,2020-04-14T00:00:00.000Z,2020,4,16,14,2,20952703,915532,3541294,16495877,13,4,29,4,11,11,0,65,10,1024,3,13,3,-1,12,6,8,1,0,1,0,0,1,0
209,Hauts-de-France,2020-04-14T00:00:00.000Z,2020-04-14T00:00:00.000Z,2020,4,16,14,2,40481471,1124877,7348363,32008231,11,2,19,2,9,10,0,75,10,1028,4,11,2,-3,13,2,5,1,0,1,0,0,1,0
210,Centre-Val de Loire,2020-04-15T00:00:00.000Z,2020-04-15T00:00:00.000Z,2020,4,16,15,3,21135576,938494,3541910,16655172,17,3,20,3,13,16,0,67,10,1022,5,17,10,-1,12,4,9,1,0,1,0,0,1,0
211,Hauts-de-France,2020-04-15T00:00:00.000Z,2020-04-15T00:00:00.000Z,2020,4,16,15,3,40808007,1150487,7345171,32312349,15,3,18,3,13,14,0,78,10,1026,4,15,6,0,14,3,8,1,0,1,0,0,1,0
212,Centre-Val de Loire,2020-04-16T00:00:00.000Z,2020-04-16T00:00:00.000Z,2020,4,16,16,4,19739539,933339,3410206,15395994,21,9,13,9,19,19,0,76,10,1018,30,21,13,8,11,9,14,1,0,1,0,0,1,0
213,Hauts-de-France,2020-04-16T00:00:00.000Z,2020-04-16T00:00:00.000Z,2020,4,16,16,4,38286275,1138925,7077111,30070239,20,8,11,8,17,19,0,86,10,1019,16,20,12,6,14,8,13,1,0,1,0,0,1,0
214,Centre-Val de Loire,2020-04-17T00:00:00.000Z,2020-04-17T00:00:00.000Z,2020,4,16,17,5,19009948,877979,3339619,14792350,20,12,11,12,19,19,2,87,10,1016,58,21,13,11,10,12,15,1,0,1,0,0,1,0
215,Hauts-de-France,2020-04-17T00:00:00.000Z,2020-04-17T00:00:00.000Z,2020,4,16,17,5,37017537,1065596,6934935,29017006,19,11,10,11,18,18,7,88,9,1017,49,19,13,11,12,12,15,1,0,1,0,0,1,0
216,Centre-Val de Loire,2020-04-18T00:00:00.000Z,2020-04-18T00:00:00.000Z,2020,4,16,18,6,19219931,599834,3183681,15436416,19,12,11,12,18,18,7,95,9,1017,62,19,13,11,11,13,15,1,1,1,0,0,1,0
217,Hauts-de-France,2020-04-18T00:00:00.000Z,2020-04-18T00:00:00.000Z,2020,4,16,18,6,37668110,735980,6618173,30313957,19,13,10,13,18,17,13,94,9,1017,76,19,13,13,10,13,15,1,1,1,0,0,1,0
218,Centre-Val de Loire,2020-04-19T00:00:00.000Z,2020-04-19T00:00:00.000Z,2020,4,16,19,7,19706868,581283,3068706,16056879,19,12,15,12,17,18,6,92,9,1016,75,19,15,12,9,12,15,1,1,1,0,0,1,0
219,Hauts-de-France,2020-04-19T00:00:00.000Z,2020-04-19T00:00:00.000Z,2020,4,16,19,7,38648328,731300,6396647,31520381,20,9,14,9,18,18,1,95,7,1017,53,20,13,8,11,9,14,1,1,1,0,0,1,0
